Influencer ID,Influencer Name,Username,Follower Count,Following Count,Total Posts,Average Likes per Post,Average Comments per Post,Engagement Rate (%),Post Type,Hashtags Used,Post Reach,Post Impressions,Story Views,Sponsorship Deals,Brand Collaborations,Country,Content Category,Verified Account,Monetization Status
INF1611,Olivia Taylor,james_anderson38,2854175,963,3200,50880,2895,1.88,Video,"#foodie, #fashion, #tech, #instagood, #beauty",1468219,1922128,,4,43,USA,Comedy,No,Active
INF3769,James Anderson,olivia_taylor97,2098354,76,2632,19535,1528,1,Story,"#beauty, #instagood, #travel, #foodie",511466,892336,158311,18,11,Germany,Travel,No,Inactive
INF3216,Alice Johnson,michael_brown27,4683082,158,3592,403594,16297,8.97,Reel,#instagood,993055,1542574,,7,32,Canada,Food,Yes,Active
INF7141,James Anderson,michael_brown53,319159,694,2851,28642,1317,9.39,Story,"#foodie, #tech",247059,300895,117731,2,23,India,Fitness,Yes,Inactive
INF5380,David Smith,ethan_white58,4366089,372,3383,408350,35724,10.17,Reel,"#tech, #music, #fitness",1222938,1819885,,8,32,Brazil,Gaming,Yes,Inactive
INF9359,Alice Johnson,james_anderson64,3729466,428,4608,167471,13145,4.84,Story,"#love, #tech, #gaming, #fitness, #fashion",1011274,1800514,339054,1,36,Canada,Gaming,No,Inactive
INF5381,Olivia Taylor,david_smith47,3717625,315,3565,102933,2138,2.83,Photo,"#fashion, #travel, #beauty, #gaming",2059134,2659963,,8,29,UK,Photography,No,Active
INF2338,Olivia Taylor,sophia_wilson43,1291741,220,410,120247,4970,9.69,Story,"#fashion, #gaming, #fitness",820394,1534895,330628,4,17,Germany,Tech,No,Active
INF1726,Isabella Thomas,alice_johnson62,2530060,594,3449,181051,7301,7.44,Video,"#fashion, #foodie, #fitness, #gaming",681969,920362,,15,3,Australia,Tech,No,Inactive
INF9095,Alice Johnson,michael_brown75,146832,360,4198,2039,138,1.48,Story,"#foodie, #gaming, #instagood, #fitness",81062,125773,51650,0,30,India,Travel,No,Active
INF9945,Isabella Thomas,james_anderson11,65519,435,3737,442,42,0.74,Reel,"#instagood, #fashion, #travel",13690,24340,,3,16,Germany,Food,Yes,Inactive
INF5728,James Anderson,david_smith67,4503004,220,1867,361874,21934,8.52,Video,"#travel, #gaming, #fashion, #instagood, #foodie",1901802,3144418,,18,50,Australia,Gaming,Yes,Active
INF3600,James Anderson,daniel_martinez68,751787,906,2264,45627,1793,6.31,Reel,#music,182674,274078,,0,30,Italy,Travel,Yes,Active
INF7857,Isabella Thomas,sophia_wilson77,4162598,418,3543,398349,23836,10.14,Photo,"#foodie, #love",973267,1220409,,4,34,Germany,Gaming,No,Inactive
INF7435,Isabella Thomas,michael_brown30,4978693,846,894,145799,6380,3.06,Video,"#foodie, #gaming, #love, #tech",3602168,6273402,,17,40,Canada,Beauty,No,Inactive
INF1755,Alice Johnson,olivia_taylor31,291860,658,3541,7645,663,2.85,Story,"#beauty, #music",99596,145902,44996,6,46,Brazil,Photography,No,Active
INF8183,David Smith,isabella_thomas16,2815982,936,3178,102166,5746,3.83,Story,#instagood,611745,904830,245506,0,44,UK,Food,No,Active
INF9187,Emily Davis,michael_brown89,1098094,547,556,47725,4722,4.78,Video,"#music, #instagood",795740,979867,,0,40,France,Beauty,No,Inactive
INF7292,Sophia Wilson,isabella_thomas80,3654283,601,3794,199224,9345,5.71,Photo,"#gaming, #tech",1348948,2427676,,9,38,Germany,Travel,No,Inactive
INF9297,Michael Brown,james_anderson23,2893217,845,2396,24368,1351,0.89,Photo,"#fitness, #foodie, #fashion",799018,1289741,,5,39,Italy,Photography,No,Inactive
INF8899,Olivia Taylor,david_smith79,3319852,851,4721,311597,7104,9.6,Photo,#foodie,2393804,4579202,,13,40,Japan,Food,No,Inactive
INF8815,Emily Davis,sophia_wilson13,3866846,109,3626,234059,10543,6.33,Reel,"#travel, #beauty",2875072,4996706,,1,45,France,Comedy,Yes,Inactive
INF2764,Sophia Wilson,olivia_taylor98,4700143,596,4522,65712,2913,1.46,Video,"#music, #travel, #instagood",3342395,4944613,,8,12,Italy,Food,Yes,Inactive
INF1908,David Smith,daniel_martinez72,1743640,750,2293,143952,8067,8.72,Reel,"#music, #travel",1180887,2018367,,8,41,UK,Photography,Yes,Active
INF9055,Olivia Taylor,alice_johnson54,4765450,930,902,262401,20611,5.94,Reel,#fashion,3493144,4828592,,9,17,Japan,Food,Yes,Active
INF1423,Olivia Taylor,olivia_taylor52,74571,254,1144,387,30,0.56,Story,"#music, #gaming, #love",31187,57445,13402,10,2,Italy,Tech,No,Active
INF4578,Isabella Thomas,olivia_taylor99,2479420,303,801,132317,7564,5.64,Photo,"#travel, #foodie, #fitness, #music",1538920,2565681,,9,8,Australia,Gaming,No,Active
INF7832,Olivia Taylor,emily_davis35,3735654,425,3619,126644,7565,3.59,Story,"#instagood, #travel, #fashion, #music, #beauty",1425583,2157673,736228,13,23,France,Comedy,No,Active
INF6261,James Anderson,james_anderson47,4762170,586,3349,355416,29041,8.07,Video,"#fashion, #travel, #beauty, #instagood",2865824,3580779,,4,32,Australia,Photography,Yes,Inactive
INF7910,Emily Davis,david_smith47,3572334,166,4347,336880,16674,9.9,Photo,"#love, #travel, #instagood",2035419,3400265,,9,4,UK,Travel,No,Inactive
INF1740,David Smith,alice_johnson92,2010736,178,3511,177748,16107,9.64,Reel,"#fitness, #music, #gaming, #fashion, #foodie",661725,1118592,,0,22,Germany,Food,Yes,Inactive
INF3358,James Anderson,james_anderson41,769550,753,1651,23308,1991,3.29,Video,"#gaming, #tech, #fitness, #travel, #foodie",560938,864994,,0,9,Canada,Beauty,No,Active
INF1977,Emily Davis,emily_davis93,155672,282,4638,8034,582,5.53,Reel,"#travel, #instagood, #love",37623,63488,,10,42,Germany,Fashion,Yes,Inactive
INF9274,Michael Brown,sophia_wilson48,115160,50,1544,3764,248,3.48,Reel,"#foodie, #tech, #fitness",30549,40050,,2,17,Germany,Photography,No,Active
INF4069,Isabella Thomas,ethan_white49,4417490,249,3454,219073,9900,5.18,Photo,"#travel, #gaming, #fashion, #fitness, #tech",2375105,3409814,,11,37,Italy,Comedy,Yes,Inactive
INF9112,Michael Brown,isabella_thomas65,4542305,246,211,111615,4660,2.56,Story,"#tech, #beauty, #foodie",3276806,6520980,1088068,9,22,Japan,Beauty,No,Inactive
INF8062,Ethan White,david_smith69,3331273,577,3109,23460,1808,0.76,Photo,"#tech, #fashion, #gaming",1237087,2383366,,18,49,Germany,Photography,Yes,Active
INF3674,Isabella Thomas,alice_johnson36,4905046,330,1517,104644,5562,2.25,Story,#gaming,3268383,4351957,1152225,2,23,Italy,Beauty,Yes,Inactive
INF8583,Ethan White,emily_davis98,2678997,275,3494,177013,11078,7.02,Photo,#instagood,2055051,3319504,,2,38,Brazil,Food,No,Active
INF1532,Isabella Thomas,michael_brown71,517041,638,735,27296,2404,5.74,Reel,"#music, #fashion, #travel, #gaming, #foodie",164033,252179,,9,42,Japan,Comedy,No,Inactive
INF6993,Alice Johnson,david_smith43,979006,962,226,96277,8862,10.74,Photo,"#travel, #love, #foodie",645708,1102431,,11,45,Japan,Music,Yes,Inactive
INF1769,Alice Johnson,olivia_taylor10,3036830,794,2277,244872,14006,8.52,Story,"#foodie, #love, #tech, #beauty, #fashion",1119171,1679725,679295,19,15,Australia,Fashion,Yes,Active
INF8415,Alice Johnson,alice_johnson67,2975265,150,1576,254893,23485,9.36,Photo,"#beauty, #fashion",1034360,1745610,,7,31,Brazil,Fashion,Yes,Inactive
INF9157,Ethan White,james_anderson14,4262390,227,3699,382618,20914,9.47,Story,"#tech, #gaming, #music",860379,1093122,349749,15,15,Germany,Tech,Yes,Inactive
INF8422,Alice Johnson,daniel_martinez47,1906415,197,615,92919,4978,5.14,Video,"#foodie, #tech, #music",574216,694142,,6,40,Australia,Comedy,No,Inactive
INF4257,Emily Davis,daniel_martinez86,2566033,600,967,88475,8551,3.78,Story,"#love, #gaming, #fitness, #travel",1983784,2840691,1049212,5,6,India,Beauty,Yes,Active
INF9549,Emily Davis,james_anderson67,3636515,401,4547,38755,3411,1.16,Video,"#fitness, #music, #fashion",1300118,2403740,,9,49,UK,Beauty,No,Active
INF4227,Sophia Wilson,david_smith79,3575711,179,499,189282,16334,5.75,Photo,#foodie,2856023,3763099,,20,21,India,Music,No,Active
INF4942,Sophia Wilson,david_smith55,2276267,504,1959,168339,15607,8.08,Reel,"#fitness, #travel, #tech, #fashion, #instagood",1635571,2049171,,16,31,UK,Tech,Yes,Active
INF7154,Olivia Taylor,isabella_thomas41,2554591,120,1478,241834,17777,10.16,Story,"#travel, #gaming, #fitness, #love",1856952,2770353,1170965,13,7,France,Photography,Yes,Active
INF3268,Sophia Wilson,ethan_white57,1486985,879,3197,42682,3335,3.09,Reel,"#travel, #music, #fashion, #beauty",1051583,1362284,,16,14,Japan,Travel,No,Active
INF3014,Sophia Wilson,alice_johnson68,1240960,442,2760,42909,1743,3.6,Photo,"#gaming, #beauty, #tech, #travel",636686,1243150,,3,1,USA,Beauty,Yes,Active
INF1910,Emily Davis,daniel_martinez26,2250202,138,3284,164788,6111,7.59,Photo,"#love, #foodie, #gaming",774677,1524752,,9,29,Italy,Food,Yes,Active
INF2001,Isabella Thomas,isabella_thomas72,829438,714,2905,46548,1362,5.78,Photo,"#gaming, #travel, #instagood",417471,797452,,15,29,India,Gaming,No,Inactive
INF4306,Sophia Wilson,sophia_wilson90,3157760,885,2369,19507,717,0.64,Story,"#foodie, #travel, #tech",2217907,3801118,1020789,6,41,Australia,Fashion,Yes,Inactive
INF6473,Emily Davis,sophia_wilson76,2613574,145,930,33958,976,1.34,Reel,#music,1952940,2493362,,20,25,UK,Fitness,Yes,Inactive
INF4715,James Anderson,james_anderson88,1587409,912,3711,8768,624,0.59,Video,"#travel, #fitness, #tech, #foodie",626769,1025137,,20,32,USA,Music,No,Active
INF8880,David Smith,alice_johnson52,3717181,870,2751,83741,5294,2.4,Photo,"#tech, #travel, #love",1870505,2702157,,13,21,Italy,Fitness,No,Active
INF8615,Emily Davis,emily_davis85,3389041,389,4512,38208,2343,1.2,Reel,#music,2660844,4296363,,12,1,Italy,Photography,No,Active
INF9245,Alice Johnson,michael_brown25,2025764,915,340,62812,1771,3.19,Reel,"#fitness, #tech",758615,1434629,,5,15,UK,Photography,Yes,Active
INF8785,Michael Brown,michael_brown25,3774792,998,589,163855,14350,4.72,Story,"#gaming, #beauty",1048429,1319042,709453,4,3,USA,Photography,Yes,Active
INF2936,James Anderson,isabella_thomas95,2044399,107,4225,35396,1569,1.81,Photo,"#beauty, #foodie, #love, #instagood, #music",960248,1218169,,7,12,France,Fashion,No,Active
INF5318,Olivia Taylor,ethan_white74,4540059,134,3563,279412,24341,6.69,Video,"#foodie, #fitness, #tech",1697193,3037441,,13,13,Japan,Tech,No,Active
INF3474,Sophia Wilson,isabella_thomas57,3432161,812,2978,167788,12848,5.26,Story,"#travel, #fitness, #fashion, #gaming, #instagood",2096038,2628683,851871,20,33,Australia,Tech,No,Inactive
INF6687,Alice Johnson,isabella_thomas55,4809089,807,2038,136106,13390,3.11,Reel,#beauty,1191503,1720540,,15,20,UK,Photography,Yes,Active
INF3443,Daniel Martinez,alice_johnson55,2198338,871,2885,199998,19308,9.98,Video,"#instagood, #foodie, #travel",682391,1099745,,7,38,India,Fitness,Yes,Active
INF6397,Alice Johnson,michael_brown37,248167,598,2578,7552,510,3.25,Video,"#fitness, #tech, #music",157885,293473,,3,39,France,Fashion,No,Inactive
INF1976,Sophia Wilson,sophia_wilson17,2439959,690,589,239747,20488,10.67,Reel,#love,872585,1269534,,10,32,UK,Music,No,Inactive
INF4597,James Anderson,isabella_thomas64,3668474,570,1053,346338,25564,10.14,Video,#fitness,1941960,3146410,,7,45,USA,Photography,Yes,Active
INF4772,Emily Davis,sophia_wilson32,3387911,605,1978,266352,5633,8.03,Reel,#beauty,945389,1565266,,5,7,Japan,Comedy,Yes,Inactive
INF4712,Isabella Thomas,james_anderson28,1257761,640,3865,82331,3791,6.85,Reel,"#fitness, #tech, #music, #instagood, #fashion",519876,754860,,2,50,Japan,Beauty,Yes,Inactive
INF5110,Olivia Taylor,james_anderson26,3004315,873,1950,190645,19037,6.98,Video,"#music, #tech, #love",1610377,2834578,,6,42,France,Photography,Yes,Inactive
INF9279,Michael Brown,ethan_white22,2571373,213,4470,199429,17954,8.45,Story,"#tech, #love, #gaming, #music",1696473,3050354,1177457,4,2,Canada,Travel,No,Inactive
INF7481,Olivia Taylor,alice_johnson91,2102633,477,2387,25482,1066,1.26,Video,#tech,875773,1111023,,2,0,Japan,Beauty,Yes,Active
INF4393,Alice Johnson,sophia_wilson15,2326362,443,1303,121994,9635,5.66,Reel,"#travel, #beauty",544148,735885,,6,0,India,Fitness,Yes,Inactive
INF6806,Alice Johnson,james_anderson21,4352383,735,4359,46149,2583,1.12,Video,"#travel, #music, #foodie, #beauty, #love",1793138,3548329,,1,11,Germany,Music,Yes,Active
INF7825,Alice Johnson,james_anderson36,4332796,990,1410,252165,12775,6.11,Story,"#fitness, #beauty",973540,1772671,425994,14,22,India,Beauty,Yes,Inactive
INF4752,Olivia Taylor,isabella_thomas59,3339218,114,1550,206335,12744,6.56,Story,"#fitness, #beauty",1008762,1863801,377362,6,39,India,Photography,Yes,Inactive
INF4908,David Smith,ethan_white59,2727914,356,2093,50398,4931,2.03,Reel,"#beauty, #music, #gaming, #travel, #tech",1352745,2234169,,9,4,UK,Beauty,Yes,Active
INF4152,Daniel Martinez,alice_johnson84,4421567,273,544,289056,14116,6.86,Reel,"#travel, #fashion",3037928,4542320,,9,20,Italy,Tech,Yes,Inactive
INF1233,Isabella Thomas,emily_davis68,2763408,626,4390,29199,2368,1.14,Reel,"#music, #fitness, #travel, #foodie, #love",897420,1455807,,20,38,France,Gaming,Yes,Active
INF2448,Sophia Wilson,david_smith42,297952,111,2224,17203,1476,6.27,Photo,#fitness,160651,226589,,10,38,UK,Music,Yes,Active
INF9098,Michael Brown,emily_davis19,2634915,389,3984,183638,15107,7.54,Reel,"#foodie, #gaming, #fitness, #fashion",727791,1061154,,14,1,Australia,Fitness,Yes,Inactive
INF9516,Alice Johnson,emily_davis50,3110814,659,299,163526,8967,5.54,Video,"#tech, #fashion, #love",1655064,2840872,,19,39,Australia,Comedy,No,Inactive
INF3040,Isabella Thomas,michael_brown28,670340,586,2989,25071,1538,3.97,Reel,"#fitness, #tech, #gaming, #travel",389764,668822,,14,19,UK,Photography,No,Active
INF3113,James Anderson,isabella_thomas48,1781756,652,887,82261,1878,4.72,Video,"#foodie, #gaming, #instagood",1104882,1683502,,18,16,UK,Food,No,Inactive
INF5315,Olivia Taylor,ethan_white14,4415385,935,3468,350235,14319,8.26,Reel,"#beauty, #gaming, #travel",3358621,4315526,,13,28,Australia,Fitness,Yes,Active
INF6450,Michael Brown,emily_davis86,805965,284,520,21706,1707,2.9,Photo,#instagood,245538,310224,,3,36,Italy,Comedy,No,Inactive
INF3023,David Smith,david_smith42,4841910,265,3078,159091,14768,3.59,Photo,"#love, #fashion",1727736,3349213,,11,12,Japan,Food,Yes,Active
INF3498,James Anderson,emily_davis48,407755,675,2548,23215,1030,5.95,Reel,#travel,102516,125876,,13,19,Japan,Beauty,No,Active
INF2700,Olivia Taylor,ethan_white58,4579096,95,3011,76747,5074,1.79,Reel,"#fashion, #gaming, #travel",3590941,7158547,,8,21,India,Music,Yes,Inactive
INF4579,Michael Brown,ethan_white30,2953693,142,2908,119878,2558,4.15,Video,"#love, #fashion, #instagood, #fitness, #gaming",1806640,3303005,,3,4,Japan,Fashion,Yes,Active
INF6654,James Anderson,daniel_martinez50,2644525,733,1572,82363,7246,3.39,Story,"#beauty, #tech",1446567,1834793,908037,15,6,Australia,Fashion,Yes,Inactive
INF3350,James Anderson,david_smith67,382461,169,856,37555,2245,10.41,Photo,"#instagood, #fashion",301626,535032,,9,25,Australia,Gaming,No,Inactive
INF5200,Olivia Taylor,james_anderson98,3247815,617,2466,137956,5148,4.41,Video,"#fitness, #gaming, #music, #travel",2320914,3096198,,16,9,Canada,Beauty,No,Active
INF5034,Sophia Wilson,james_anderson82,3798132,871,2130,156046,11059,4.4,Reel,#gaming,2014663,3078531,,11,47,France,Fashion,No,Inactive
INF4868,David Smith,daniel_martinez58,410074,517,2888,30830,2116,8.03,Video,"#tech, #beauty, #instagood, #fashion",174268,263544,,9,23,Canada,Fitness,Yes,Active
INF6111,Michael Brown,ethan_white71,1770798,350,221,73647,4681,4.42,Video,"#beauty, #instagood, #fitness, #travel",1349001,2206337,,1,33,USA,Music,Yes,Inactive
INF4810,Michael Brown,michael_brown76,4374938,593,1910,228920,8884,5.44,Photo,"#fashion, #travel, #instagood",1158423,1543259,,20,30,Canada,Travel,No,Active
INF3591,Isabella Thomas,sophia_wilson23,4667726,301,2564,426321,33082,9.84,Story,"#fashion, #tech, #instagood, #beauty, #love",3466449,4183855,1660497,7,16,Brazil,Comedy,No,Inactive
INF8796,Emily Davis,emily_davis33,3034782,382,2241,229378,15329,8.06,Photo,"#tech, #travel, #instagood, #fashion, #fitness",2086640,3888121,,19,37,Germany,Gaming,No,Active
INF6010,Michael Brown,sophia_wilson50,120277,839,2329,7277,579,6.53,Video,"#love, #foodie",93498,121541,,10,12,Australia,Travel,Yes,Active
INF5294,Ethan White,emily_davis61,3128482,132,962,109079,5850,3.67,Video,#instagood,1293555,1833912,,8,16,India,Food,Yes,Active
INF1239,Emily Davis,emily_davis64,822146,697,1192,9857,627,1.28,Video,"#beauty, #foodie, #tech, #travel, #gaming",270042,367552,,12,19,USA,Photography,Yes,Active
INF2783,James Anderson,alice_johnson73,13875,245,1539,718,26,5.36,Story,#foodie,9309,14944,3933,14,47,Italy,Beauty,Yes,Active
INF2850,Daniel Martinez,daniel_martinez30,1399808,91,3409,91901,4451,6.88,Photo,"#tech, #fitness",351117,594013,,9,34,USA,Tech,Yes,Inactive
INF4770,Alice Johnson,michael_brown34,1062679,555,924,102352,7138,10.3,Photo,"#foodie, #fitness, #music, #beauty",471942,870890,,19,29,UK,Music,Yes,Active
INF3083,Ethan White,daniel_martinez55,2745252,143,1540,200312,8634,7.61,Video,"#music, #fashion, #love, #travel, #fitness",812595,1240108,,9,33,Italy,Tech,No,Inactive
INF4487,Ethan White,michael_brown62,4945081,390,2040,425392,10542,8.82,Story,"#instagood, #foodie, #fashion, #travel, #tech",1932182,3188523,784377,6,5,India,Music,No,Active
INF4770,Olivia Taylor,daniel_martinez73,4233552,115,2890,214620,11208,5.33,Story,"#fashion, #beauty, #travel, #love, #music",1576525,2290187,632631,5,45,UK,Comedy,No,Inactive
INF2620,Olivia Taylor,michael_brown16,2213005,951,4707,144632,9133,6.95,Reel,"#beauty, #gaming, #foodie, #tech",565841,925867,,0,47,UK,Fitness,No,Inactive
INF4755,Olivia Taylor,ethan_white52,2157863,521,1344,49377,3074,2.43,Story,"#music, #foodie, #fitness",1580546,2756397,703872,1,4,Australia,Gaming,Yes,Active
INF3733,Ethan White,sophia_wilson59,4790241,880,1074,387724,11980,8.34,Photo,#fitness,3243483,4455035,,4,6,India,Fashion,No,Inactive
INF8863,Ethan White,michael_brown46,1447727,270,2657,98118,9509,7.43,Video,"#tech, #gaming",455019,700582,,4,30,Japan,Music,Yes,Inactive
INF6735,Ethan White,alice_johnson11,4119305,907,3782,169438,16808,4.52,Video,"#gaming, #music, #love, #instagood",928319,1160937,,13,23,Germany,Music,No,Active
INF4758,Ethan White,james_anderson42,3055879,777,4052,300708,23602,10.61,Reel,"#fitness, #music",1108956,1386065,,6,40,France,Fitness,Yes,Inactive
INF1693,Alice Johnson,alice_johnson53,1461080,940,1494,13427,858,0.98,Reel,"#foodie, #travel, #fitness, #love",459106,681103,,13,42,Japan,Gaming,Yes,Inactive
INF5259,Isabella Thomas,isabella_thomas85,1176461,400,4054,101302,9149,9.39,Story,"#travel, #tech",938918,1750822,566070,19,30,Brazil,Photography,No,Inactive
INF5953,Michael Brown,ethan_white42,805454,856,4373,63627,6239,8.67,Video,"#beauty, #foodie",311946,478568,,9,37,Brazil,Comedy,No,Active
INF3636,Michael Brown,michael_brown17,2129538,496,2516,176538,11395,8.83,Reel,"#travel, #fashion, #gaming, #instagood",1367734,2500722,,10,14,Australia,Food,Yes,Active
INF1969,James Anderson,olivia_taylor79,1913671,381,4042,42464,2694,2.36,Reel,"#music, #fashion, #instagood",817257,1219868,,13,6,Germany,Beauty,Yes,Inactive
INF7723,Ethan White,isabella_thomas74,4162482,159,1544,264662,18542,6.8,Video,"#fashion, #travel",2328559,3068067,,16,45,UK,Gaming,Yes,Inactive
INF5788,James Anderson,daniel_martinez90,3783623,711,3882,133678,11852,3.85,Photo,#travel,2556991,3848113,,13,47,Italy,Travel,Yes,Inactive
INF2695,Isabella Thomas,olivia_taylor21,4735929,484,1012,242274,10239,5.33,Video,"#beauty, #love",2712317,3356523,,18,47,Australia,Fashion,Yes,Active
INF3740,Sophia Wilson,james_anderson48,2500173,512,4996,166320,16497,7.31,Story,"#travel, #foodie, #tech, #music",537998,973538,373016,11,19,France,Food,No,Active
INF5454,James Anderson,daniel_martinez59,36272,748,397,2975,294,9.01,Reel,"#foodie, #beauty, #fashion, #love",8107,11465,,3,27,France,Comedy,Yes,Active
INF1988,Sophia Wilson,ethan_white93,813768,699,3264,51593,3708,6.8,Story,#music,616214,755295,292313,18,35,Brazil,Fitness,Yes,Inactive
INF1378,James Anderson,ethan_white43,501692,125,1121,10401,211,2.12,Video,"#foodie, #fashion, #gaming",137692,216953,,12,33,Australia,Comedy,No,Inactive
INF7918,Alice Johnson,michael_brown99,4848099,435,3279,327456,21247,7.19,Reel,"#fashion, #gaming, #music, #fitness",3188324,5991573,,20,30,Canada,Tech,Yes,Inactive
INF4135,Michael Brown,michael_brown77,3125903,693,4198,248262,19383,8.56,Photo,"#fashion, #travel, #beauty, #love",1692933,2132705,,20,47,USA,Food,Yes,Inactive
INF1636,Isabella Thomas,ethan_white34,1136667,462,2452,49038,1228,4.42,Video,"#travel, #tech, #gaming",700614,1138406,,12,12,France,Music,No,Active
INF9196,Ethan White,alice_johnson37,3319226,261,2639,308559,11929,9.66,Reel,"#foodie, #beauty",1144665,2258856,,9,25,France,Tech,Yes,Inactive
INF5996,Daniel Martinez,ethan_white34,4595544,938,2591,133752,4034,3,Video,#foodie,3210929,5393219,,1,35,Germany,Tech,No,Inactive
INF1042,Michael Brown,daniel_martinez84,4734187,248,3295,279088,23130,6.38,Story,"#tech, #travel, #beauty, #love",3217364,4479102,1803581,19,20,France,Photography,No,Active
INF5022,Alice Johnson,sophia_wilson57,4988332,997,1019,195061,9180,4.09,Story,"#travel, #instagood",3282031,4635207,1398234,19,34,Japan,Photography,Yes,Inactive
INF3211,Daniel Martinez,ethan_white12,1371703,754,2352,19097,719,1.44,Story,#gaming,979485,1609777,323001,12,26,Japan,Gaming,No,Inactive
INF4632,Ethan White,michael_brown29,2291379,758,2930,83530,5512,3.89,Video,"#music, #fashion, #fitness",1232566,2043242,,0,7,Brazil,Music,No,Inactive
INF1750,Michael Brown,david_smith87,859967,594,680,82756,7992,10.55,Reel,"#love, #music",520498,920372,,9,33,Germany,Gaming,Yes,Inactive
INF2711,Isabella Thomas,daniel_martinez59,1933888,104,183,35776,3394,2.03,Video,"#music, #tech, #foodie",1159219,2121947,,10,33,Canada,Music,No,Inactive
INF6937,Sophia Wilson,ethan_white62,3820830,493,1740,295741,22272,8.32,Reel,"#travel, #fitness, #love, #music, #tech",2191686,2761193,,7,38,France,Music,No,Inactive
INF2224,Michael Brown,emily_davis46,2179287,172,2846,77444,5686,3.81,Story,"#foodie, #beauty",1555456,2886331,996293,20,23,India,Fitness,Yes,Active
INF6731,Sophia Wilson,michael_brown36,3607881,517,162,152420,11860,4.55,Video,"#music, #fashion",2866335,5535661,,9,48,France,Gaming,No,Inactive
INF5928,Michael Brown,emily_davis26,2472045,388,1689,97682,7755,4.27,Story,"#foodie, #beauty, #tech, #fitness",1125650,1633165,421851,12,27,UK,Music,Yes,Active
INF3283,Ethan White,daniel_martinez20,3263036,722,3894,212910,17899,7.07,Reel,"#travel, #music, #fashion",797667,1182773,,1,49,Germany,Travel,No,Inactive
INF5842,Michael Brown,alice_johnson55,4979608,970,2476,214603,13055,4.57,Reel,"#instagood, #fashion",2572697,4766011,,3,14,Brazil,Comedy,Yes,Active
INF5554,Daniel Martinez,david_smith47,857934,175,3597,56953,2166,6.89,Video,"#beauty, #music, #love, #instagood, #fashion",280471,420605,,3,42,UK,Photography,Yes,Active
INF9608,Sophia Wilson,ethan_white37,1465384,263,4737,29107,736,2.04,Video,#tech,946217,1888414,,17,15,Brazil,Fashion,No,Inactive
INF6688,Isabella Thomas,sophia_wilson69,4454805,991,477,365814,32797,8.95,Photo,"#fitness, #foodie",1222887,1814829,,7,3,Canada,Fashion,Yes,Inactive
INF8429,Emily Davis,olivia_taylor32,88995,989,2787,513,44,0.63,Story,"#tech, #fitness, #instagood, #travel",45125,87061,15733,1,7,Brazil,Travel,Yes,Active
INF1656,Isabella Thomas,david_smith36,4739012,746,108,413674,37288,9.52,Reel,"#instagood, #tech",1319762,1590749,,5,22,Brazil,Beauty,No,Inactive
INF8025,Alice Johnson,david_smith76,4577455,338,4521,91146,4394,2.09,Story,"#fitness, #music, #beauty, #instagood",2945935,4263968,1548741,7,46,Germany,Fitness,No,Inactive
INF1640,Ethan White,james_anderson62,440111,282,2076,32128,3067,8,Reel,"#fashion, #tech",253764,425128,,19,30,Canada,Travel,Yes,Inactive
INF3727,Isabella Thomas,olivia_taylor91,3345599,992,140,298940,8297,9.18,Photo,"#foodie, #beauty",1989666,2711875,,14,49,USA,Gaming,No,Inactive
INF9163,Daniel Martinez,isabella_thomas33,3280501,788,4081,72181,2859,2.29,Story,#fitness,2182069,3286522,1029201,2,6,France,Music,No,Inactive
INF6324,Alice Johnson,sophia_wilson71,1741048,951,765,67577,5992,4.23,Video,"#tech, #foodie",1210371,1769248,,19,21,Italy,Comedy,Yes,Active
INF9955,Isabella Thomas,olivia_taylor42,3816588,215,208,217832,4435,5.82,Video,"#travel, #fitness, #foodie, #beauty",828571,1122275,,8,27,Brazil,Comedy,No,Active
INF8312,Sophia Wilson,sophia_wilson95,2777719,283,4691,99652,8313,3.89,Video,#instagood,1047355,2073039,,15,1,India,Fashion,No,Active
INF7518,Emily Davis,david_smith29,3322196,810,423,90967,2572,2.82,Photo,"#fashion, #beauty, #gaming, #tech, #instagood",1244121,2372033,,5,4,Australia,Music,No,Inactive
INF6876,James Anderson,isabella_thomas87,839952,745,2232,44909,2784,5.68,Reel,"#fitness, #tech, #beauty",521811,861504,,2,30,Australia,Beauty,No,Inactive
INF9880,David Smith,james_anderson10,232775,341,2354,8942,334,3.98,Photo,#gaming,125019,244591,,2,33,India,Comedy,Yes,Active
INF3891,Michael Brown,michael_brown63,3562669,414,4928,26404,1587,0.79,Story,#travel,1549515,2409756,917660,9,11,India,Music,Yes,Inactive
INF1710,David Smith,ethan_white25,2094783,520,1443,190667,6073,9.39,Story,"#travel, #instagood",857629,1574597,483546,1,14,Brazil,Photography,Yes,Inactive
INF1575,Isabella Thomas,sophia_wilson24,2715817,783,745,170794,10490,6.68,Photo,"#fitness, #instagood",1494761,2859964,,18,40,Australia,Music,Yes,Inactive
INF7838,Alice Johnson,michael_brown43,859726,221,187,83587,7997,10.65,Photo,"#beauty, #fitness, #music",677017,1060542,,14,0,Australia,Music,Yes,Inactive
INF3226,Sophia Wilson,daniel_martinez26,636332,933,829,45751,2131,7.52,Story,"#tech, #foodie, #gaming, #love, #beauty",241163,318615,133746,14,44,France,Fitness,No,Active
